name;origin;destination;length;oneway;harassmentRisk;geometry;weights;edges;node
Calle 10;(-75.5728593, 6.2115169);(-75.5724985, 6.2113756);42.867;True;0.5265393126661695;LINESTRING (-75.5728593 6.2115169, -75.57249849999999 6.2113756);0.5265393126661695;[['-75.5728593, 6.2115169'],[-75.5724985, 6.2113756]];['-75.5728593, 6.2115169']
Calle 10;(-75.5705202, 6.2106275);(-75.570427, 6.2105879);11.204;True;0.4143561833185974;LINESTRING (-75.5705202 6.2106275, -75.570427 6.2105879);0.4143561833185974;[['-75.5705202, 6.2106275'],[-75.570427, 6.2105879]];['-75.5705202, 6.2106275']
Carrera 43A;(-75.5705202, 6.2106275);(-75.5705604, 6.2105262);12.109;True;0.5265393126661695;LINESTRING (-75.5705202 6.2106275, -75.57056040000001 6.2105262);0.5265393126661695;[['-75.5705202, 6.2106275'],[-75.5705604, 6.2105262]];['-75.5705202, 6.2106275']
Carrera 41;(-75.5687719, 6.2099661);(-75.5688022, 6.2098867);9.443;True;0.3021730539710254;LINESTRING (-75.5687719 6.2099661, -75.56880219999999 6.2098867);0.3021730539710254;[['-75.5687719, 6.2099661'],[-75.5688022, 6.2098867]];['-75.5687719, 6.2099661']
Calle 10;(-75.5687719, 6.2099661);(-75.568715, 6.2099443);6.741;True;0.3021730539710254;LINESTRING (-75.5687719 6.2099661, -75.568715 6.2099443);0.3021730539710254;[['-75.5687719, 6.2099661'],[-75.568715, 6.2099443]];['-75.5687719, 6.2099661']
Calle 10;(-75.5674348, 6.2094357);(-75.5673776, 6.2094125);6.829;True;0.3021730539710254;LINESTRING (-75.5674348 6.2094357, -75.5673776 6.2094125);0.3021730539710254;[['-75.5674348, 6.2094357'],[-75.5673776, 6.2094125]];['-75.5674348, 6.2094357']
Calle 10;(-75.5666527, 6.2091202);(-75.566565, 6.2090881);10.331;True;0.3021730539710254;LINESTRING (-75.56665270000001 6.2091202, -75.566565 6.2090881);0.3021730539710254;[['-75.5666527, 6.2091202'],[-75.566565, 6.2090881]];['-75.5666527, 6.2091202']
Carrera 37;(-75.5666527, 6.2091202);(-75.5666155, 6.2091985);9.629;True;0.3021730539710254;LINESTRING (-75.56665270000001 6.2091202, -75.5666155 6.2091985);0.3021730539710254;[['-75.5666527, 6.2091202'],[-75.5666155, 6.2091985]];['-75.5666527, 6.2091202']
Calle 10;(-75.5660756, 6.2089072);(-75.5659188, 6.2088496);18.479;True;0.3021730539710254;LINESTRING (-75.5660756 6.2089072, -75.56591880000001 6.2088496);0.3021730539710254;[['-75.5660756, 6.2089072'],[-75.5659188, 6.2088496]];['-75.5660756, 6.2089072']
Carrera 36;(-75.5660756, 6.2089072);(-75.5661155, 6.2088293);9.72;True;0.3021730539710254;LINESTRING (-75.5660756 6.2089072, -75.5661155 6.2088293);0.3021730539710254;[['-75.5660756, 6.2089072'],[-75.5661155, 6.2088293]];['-75.5660756, 6.2089072']
Carrera 39;(-75.5686884, 6.2063927);(-75.5687224, 6.2060586);37.34;False;0.3021730539710254;LINESTRING (-75.5686884 6.2063927, -75.5687224 6.2060586);0.3021730539710254;[['-75.5686884, 6.2063927'],[-75.5687224, 6.2060586]];['-75.5686884, 6.2063927']
Calle 7;(-75.5686884, 6.2063927);(-75.5681218, 6.2063043);63.401;True;0.3021730539710254;LINESTRING (-75.5686884 6.2063927, -75.5682146 6.2063182, -75.5681218 6.2063043);0.3021730539710254;[['-75.5686884, 6.2063927'],[-75.5681218, 6.2063043]];['-75.5686884, 6.2063927']
Carrera 39;(-75.5686884, 6.2063927);(-75.5685931, 6.2073652);108.671;False;0.3021730539710254;LINESTRING (-75.5686884 6.2063927, -75.5686326 6.2070557, -75.5685931 6.2073652);0.3021730539710254;[['-75.5686884, 6.2063927'],[-75.5685931, 6.2073652]];['-75.5686884, 6.2063927']
Calle 7;(-75.5715105, 6.2063061);(-75.5686884, 6.2063927);334.387;True;0.3021730539710254;LINESTRING (-75.5715105 6.2063061, -75.57029350000001 6.2066019, -75.56981380000001 6.2067216, -75.56947270000001 6.2067943, -75.56929239999999 6.2068029, -75.5691637 6.2067602, -75.5690242 6.2066874, -75.56894819999999 6.2065988, -75.5688208 6.2064645, -75.56876250000001 6.2064217, -75.5686884 6.2063927);0.3021730539710254;[['-75.5715105, 6.2063061'],[-75.5686884, 6.2063927]];['-75.5715105, 6.2063061']
Carrera 43A;(-75.5715105, 6.2063061);(-75.5713302, 6.2075797);143.264;True;0.3021730539710254;LINESTRING (-75.5715105 6.2063061, -75.5715105 6.2064358, -75.57149029999999 6.2065673, -75.57140990000001 6.2070879, -75.5713356 6.2074717, -75.57133020000001 6.2075797);0.3021730539710254;[['-75.5715105, 6.2063061'],[-75.5713302, 6.2075797]];['-75.5715105, 6.2063061']
Carrera 43A;(-75.5710955, 6.2090783);(-75.5712631, 6.2086263);53.566;True;0.5265393126661695;LINESTRING (-75.5710955 6.2090783, -75.5712631 6.2086263);0.5265393126661695;[['-75.5710955, 6.2090783'],[-75.5712631, 6.2086263]];['-75.5710955, 6.2090783']
Calle 7;(-75.5713302, 6.2083717);(-75.5728073, 6.2089065);173.78699999999998;True;0.5265393126661695;LINESTRING (-75.57133020000001 6.2083717, -75.5720702 6.2086298, -75.57280729999999 6.2089065);0.5265393126661695;[['-75.5713302, 6.2083717'],[-75.5728073, 6.2089065]];['-75.5713302, 6.2083717']
Carrera 43A;(-75.5713302, 6.2083717);(-75.5714375, 6.2075904);87.69200000000001;True;0.5265393126661695;LINESTRING (-75.57133020000001 6.2083717, -75.571353 6.2082104, -75.5714066 6.207853, -75.57142810000001 6.2076611, -75.5714375 6.2075904);0.5265393126661695;[['-75.5713302, 6.2083717'],[-75.5714375, 6.2075904]];['-75.5713302, 6.2083717']
Calle 7;(-75.5728073, 6.2089065);(-75.5742281, 6.2094339);167.651;True;0.5265393126661695;LINESTRING (-75.57280729999999 6.2089065, -75.5742281 6.2094339);0.5265393126661695;[['-75.5728073, 6.2089065'],[-75.5742281, 6.2094339]];['-75.5728073, 6.2089065']
Carrera 43C;(-75.5728073, 6.2089065);(-75.5729765, 6.2078457);119.583;True;0.5265393126661695;LINESTRING (-75.57280729999999 6.2089065, -75.572872 6.208642, -75.572931 6.2081931, -75.57297130000001 6.2079216, -75.5729765 6.2078457);0.5265393126661695;[['-75.5728073, 6.2089065'],[-75.5729765, 6.2078457]];['-75.5728073, 6.2089065']
Carrera 43E;(-75.5742281, 6.2094339);(-75.5739697, 6.2101752);87.238;False;0.5265393126661695;LINESTRING (-75.5742281 6.2094339, -75.57396970000001 6.2101752);0.5265393126661695;[['-75.5742281, 6.2094339'],[-75.5739697, 6.2101752]];['-75.5742281, 6.2094339']
Carrera 43E;(-75.5742281, 6.2094339);(-75.5739582, 6.2081811);144.79;False;0.5265393126661695;LINESTRING (-75.5742281 6.2094339, -75.5742407 6.2093582, -75.574223 6.2092386, -75.5742058 6.2091448, -75.5741629 6.2090509, -75.57411999999999 6.2089827, -75.5740685 6.2088973, -75.5740342 6.2087864, -75.57395820000001 6.2081811);0.5265393126661695;[['-75.5742281, 6.2094339'],[-75.5739582, 6.2081811]];['-75.5742281, 6.2094339']
22;(-75.5742281, 6.2094339);(-75.5745234, 6.2100714);80.03300000000002;False;0.5265393126661695;LINESTRING (-75.5742281 6.2094339, -75.5743343 6.2096343, -75.5743691 6.2097062, -75.5743745 6.2097969, -75.5743745 6.2098582, -75.5744885 6.2099969, -75.5745234 6.2100714);0.5265393126661695;[['-75.5742281, 6.2094339'],[-75.5745234, 6.2100714]];['-75.5742281, 6.2094339']
Calle 9;(-75.571436, 6.2101057);(-75.572249, 6.2104099);96.026;True;0.5265393126661695;LINESTRING (-75.57143600000001 6.2101057, -75.572249 6.2104099);0.5265393126661695;[['-75.571436, 6.2101057'],[-75.572249, 6.2104099]];['-75.571436, 6.2101057']
Carrera 43B;(-75.571436, 6.2101057);(-75.5714142, 6.2101622);6.729;True;0.5265393126661695;LINESTRING (-75.57143600000001 6.2101057, -75.57141420000001 6.2101622);0.5265393126661695;[['-75.571436, 6.2101057'],[-75.5714142, 6.2101622]];['-75.571436, 6.2101057']
Calle 10;(-75.5711466, 6.2108547);(-75.5706449, 6.2106721);59.059;True;0.5265393126661695;LINESTRING (-75.57114660000001 6.2108547, -75.57108719999999 6.2108331, -75.5706449 6.2106721);0.5265393126661695;[['-75.5711466, 6.2108547'],[-75.5706449, 6.2106721]];['-75.5711466, 6.2108547']
Carrera 36;(-75.5656961, 6.2096595);(-75.5657317, 6.2095828);9.393;True;0.3021730539710254;LINESTRING (-75.5656961 6.2096595, -75.5657317 6.2095828);0.3021730539710254;[['-75.5656961, 6.2096595'],[-75.5657317, 6.2095828]];['-75.5656961, 6.2096595']
Calle 10A;(-75.5656961, 6.2096595);(-75.5657523, 6.2096848);6.82;True;0.3021730539710254;LINESTRING (-75.5656961 6.2096595, -75.5657523 6.2096848);0.30217305397102534;[['-75.5656961, 6.2096595'],[-75.5657523, 6.2096848]];['-75.5656961, 6.2096595']
Carrera 37;(-75.5663399, 6.2099192);(-75.5661096, 6.2105349);73.043;True;0.3021730539710254;LINESTRING (-75.5663399 6.2099192, -75.5661096 6.2105349);0.3021730539710254;[['-75.5663399, 6.2099192'],[-75.5661096, 6.2105349]];['-75.5663399, 6.2099192']
Calle 10A;(-75.5663399, 6.2099192);(-75.5671587, 6.2102004);95.761;True;0.3021730539710254;LINESTRING (-75.5663399 6.2099192, -75.56715869999999 6.2102004);0.3021730539710254;[['-75.5663399, 6.2099192'],[-75.5671587, 6.2102004]];['-75.5663399, 6.2099192']
Carrera 40;(-75.5677178, 6.2104026);(-75.5674823, 6.2110442);75.944;False;0.3021730539710254;LINESTRING (-75.5677178 6.2104026, -75.56748229999999 6.2110442);0.3021730539710254;[['-75.5677178, 6.2104026'],[-75.5674823, 6.2110442]];['-75.5677178, 6.2104026']
Calle 10A;(-75.5677178, 6.2104026);(-75.5684309, 6.210675);84.447;True;0.3021730539710254;LINESTRING (-75.5677178 6.2104026, -75.5682175 6.2105935, -75.5684309 6.210675);0.3021730539710254;[['-75.5677178, 6.2104026'],[-75.5684309, 6.210675]];['-75.5677178, 6.2104026']
Calle 10A;(-75.5647792, 6.2091073);(-75.5648667, 6.2091722);12.068;True;0.3021730539710254;LINESTRING (-75.5647792 6.2091073, -75.5648667 6.2091722);0.3021730539710254;[['-75.5647792, 6.2091073'],[-75.5648667, 6.2091722]];['-75.5647792, 6.2091073']
Carrera 34;(-75.5647792, 6.2091073);(-75.5647375, 6.2091742);8.751;True;0.3021730539710254;LINESTRING (-75.5647792 6.2091073, -75.56473750000001 6.2091742);0.3021730539710254;[['-75.5647792, 6.2091073'],[-75.5647375, 6.2091742]];['-75.5647792, 6.2091073']
Carrera 34;(-75.5646123, 6.2094204);(-75.5640909, 6.2104329);126.496;True;0.3021730539710254;LINESTRING (-75.56461229999999 6.2094204, -75.5643357 6.2099683, -75.5641834 6.2102675, -75.5640909 6.2104329);0.3021730539710254;[['-75.5646123, 6.2094204'],[-75.5640909, 6.2104329]];['-75.5646123, 6.2094204']
Calle 44;(-75.5805063, 6.247958);(-75.5790161, 6.2474342);174.713;True;0.7969770667187625;LINESTRING (-75.5805063 6.247958, -75.57945580000001 6.2475884, -75.5790161 6.2474342);0.7969770667187626;[['-75.5805063, 6.247958'],[-75.5790161, 6.2474342]];['-75.5805063, 6.247958']
36;(-75.6014659, 6.2310518);(-75.6014671, 6.2310902);4.272;False;0.8654775754094889;LINESTRING (-75.60146589999999 6.2310518, -75.60146709999999 6.2310902);0.8654775754094889;[['-75.6014659, 6.2310518'],[-75.6014671, 6.2310902]];['-75.6014659, 6.2310518']
Calle 30;(-75.6014659, 6.2310518);(-75.601329, 6.2310585);15.151;True;0.8310521911719851;LINESTRING (-75.60146589999999 6.2310518, -75.60132900000001 6.2310585);0.8310521911719851;[['-75.6014659, 6.2310518'],[-75.601329, 6.2310585]];['-75.6014659, 6.2310518']
Carrera 69B;(-75.5902306, 6.2315159);(-75.5905469, 6.2310127);66.446;True;0.7630480022338112;LINESTRING (-75.5902306 6.2315159, -75.5903041 6.2314349, -75.5903581 6.2313643, -75.5904015 6.2313027, -75.5904369 6.2312469, -75.5904707 6.2311763, -75.59049589999999 6.2311176, -75.59052269999999 6.2310576, -75.59054690000001 6.2310127);0.7630480022338112;[['-75.5902306, 6.2315159'],[-75.5905469, 6.2310127]];['-75.5902306, 6.2315159']
Calle 30;(-75.5902306, 6.2315159);(-75.5893312, 6.2314641);99.799;True;0.7969770667187625;LINESTRING (-75.5902306 6.2315159, -75.5901147 6.2315165, -75.5900472 6.2315123, -75.5899871 6.231508, -75.5899005 6.2314948, -75.5898191 6.2314812, -75.58971529999999 6.2314687, -75.58963660000001 6.2314628, -75.58957820000001 6.2314622, -75.5893312 6.2314641);0.7969770667187625;[['-75.5902306, 6.2315159'],[-75.5893312, 6.2314641]];['-75.5902306, 6.2315159']
Carrera 76;(-75.5952757, 6.2499304);(-75.5953725, 6.2491833);83.76;False;0.6461288819387261;LINESTRING (-75.5952757 6.2499304, -75.59531749999999 6.2496025, -75.5953725 6.2491833);0.6461288819387261;[['-75.5952757, 6.2499304'],[-75.5953725, 6.2491833]];['-75.5952757, 6.2499304']
Calle 44;(-75.5952757, 6.2499304);(-75.5945747, 6.2498373);78.174;True;0.6461288819387261;LINESTRING (-75.5952757 6.2499304, -75.5948721 6.2498747, -75.5945747 6.2498373);0.6461288819387261;[['-75.5952757, 6.2499304'],[-75.5945747, 6.2498373]];['-75.5952757, 6.2499304']
Carrera 41;(-75.5684921, 6.2106979);(-75.5687387, 6.2100506);76.966;True;0.3021730539710254;LINESTRING (-75.5684921 6.2106979, -75.5687387 6.2100506);0.3021730539710254;[['-75.5684921, 6.2106979'],[-75.5687387, 6.2100506]];['-75.5684921, 6.2106979']
Calle 10A;(-75.5684921, 6.2106979);(-75.5689008, 6.2108414);47.914;True;0.3021730539710254;LINESTRING (-75.5684921 6.2106979, -75.56890079999999 6.2108414);0.3021730539710254;[['-75.5684921, 6.2106979'],[-75.5689008, 6.2108414]];['-75.5684921, 6.2106979']
Calle 10A;(-75.5689008, 6.2108414);(-75.569105, 6.2109221);24.291;True;0.3021730539710254;LINESTRING (-75.56890079999999 6.2108414, -75.56910499999999 6.2109221);0.3021730539710254;[['-75.5689008, 6.2108414'],[-75.569105, 6.2109221]];['-75.5689008, 6.2108414']
45;(-75.569105, 6.2109221);(-75.56929, 6.211039);24.232;True;0.3021730539710254;LINESTRING (-75.56910499999999 6.2109221, -75.56929 6.211039);0.3021730539710254;[['-75.569105, 6.2109221'],[-75.56929, 6.211039]];['-75.569105, 6.2109221']
Calle 10A;(-75.569105, 6.2109221);(-75.5709247, 6.2118269);231.981;True;0.4143561833185974;LINESTRING (-75.56910499999999 6.2109221, -75.5694556 6.2110554, -75.5696074 6.2111042, -75.5697777 6.2111445, -75.5701255 6.2111932, -75.5701959 6.2112227, -75.57038369999999 6.2113113, -75.5704528 6.211365, -75.5705638 6.2114767, -75.5706764 6.2116237, -75.57092470000001 6.2118269);0.41435618331859747;[['-75.569105, 6.2109221'],[-75.5709247, 6.2118269]];['-75.569105, 6.2109221']
Carrera 56B;(-75.5737708, 6.2524667);(-75.5739285, 6.2521392);40.373;True;0.8623239164860061;LINESTRING (-75.57377080000001 6.2524667, -75.57392849999999 6.2521392);0.8623239164860063;[['-75.5737708, 6.2524667'],[-75.5739285, 6.2521392]];['-75.5737708, 6.2524667']
Calle 50;(-75.5737708, 6.2524667);(-75.5756644, 6.2534538);236.593;True;0.8623239164860061;LINESTRING (-75.57377080000001 6.2524667, -75.57406539999999 6.252582, -75.5752201 6.2532001, -75.57558520000001 6.2534086, -75.57566439999999 6.2534538);0.8623239164860061;[['-75.5737708, 6.2524667'],[-75.5756644, 6.2534538]];['-75.5737708, 6.2524667']
49;(-75.5737708, 6.2524667);(-75.5745939, 6.2529689);106.931;True;0.8623239164860061;LINESTRING (-75.57377080000001 6.2524667, -75.5740309 6.2526563, -75.5745939 6.2529689);0.8623239164860061;[['-75.5737708, 6.2524667'],[-75.5745939, 6.2529689]];['-75.5737708, 6.2524667']
Calle 50;(-75.5719959, 6.2515189);(-75.5725557, 6.2518179);70.243;True;0.8623239164860061;LINESTRING (-75.5719959 6.2515189, -75.5725557 6.2518179);0.8623239164860061;[['-75.5719959, 6.2515189'],[-75.5725557, 6.2518179]];['-75.5719959, 6.2515189']
Carrera 55;(-75.5719959, 6.2515189);(-75.5726415, 6.2503878);144.607;True;0.8623239164860061;LINESTRING (-75.5719959 6.2515189, -75.5726415 6.2503878);0.8623239164860061;[['-75.5719959, 6.2515189'],[-75.5726415, 6.2503878]];['-75.5719959, 6.2515189']
Carrera 52;(-75.5695566, 6.2502512);(-75.569255, 6.2509466);84.205;False;0.9017777359596726;LINESTRING (-75.5695566 6.2502512, -75.569255 6.2509466);0.9017777359596726;[['-75.5695566, 6.2502512'],[-75.569255, 6.2509466]];['-75.5695566, 6.2502512']
Carrera 52;(-75.5695566, 6.2502512);(-75.5699558, 6.2493424);110.268;False;0.9017777359596726;LINESTRING (-75.5695566 6.2502512, -75.5699558 6.2493424);0.9017777359596726;[['-75.5695566, 6.2502512'],[-75.5699558, 6.2493424]];['-75.5695566, 6.2502512']
Calle 50;(-75.5695566, 6.2502512);(-75.5703802, 6.2506254);100.102;True;0.9017777359596726;LINESTRING (-75.5695566 6.2502512, -75.56971559999999 6.2503203, -75.5701717 6.2505256, -75.5703802 6.2506254);0.9017777359596726;[['-75.5695566, 6.2502512'],[-75.5703802, 6.2506254]];['-75.5695566, 6.2502512']
Diagonal 50;(-75.5675498, 6.2485717);(-75.5679694, 6.2494614);110.03399999999998;True;0.9017777359596726;LINESTRING (-75.56754979999999 6.2485717, -75.5676038 6.248685, -75.5676435 6.2487877, -75.5677444 6.2490858, -75.5677779 6.2491631, -75.5678236 6.2492528, -75.5678602 6.2493212, -75.56791029999999 6.2493913, -75.5679694 6.2494614);0.9017777359596726;[['-75.5675498, 6.2485717'],[-75.5679694, 6.2494614]];['-75.5675498, 6.2485717']
Calle 49F;(-75.5969145, 6.2626836);(-75.5976943, 6.2628554);88.284;False;0.8523359794968276;LINESTRING (-75.5969145 6.2626836, -75.5976943 6.2628554);0.8523359794968275;[['-75.5969145, 6.2626836'],[-75.5976943, 6.2628554]];['-75.5969145, 6.2626836']
Carrera 80;(-75.5969145, 6.2626836);(-75.5971152, 6.2617923);101.561;True;0.8523359794968276;LINESTRING (-75.5969145 6.2626836, -75.5971152 6.2617923);0.8523359794968276;[['-75.5969145, 6.2626836'],[-75.5971152, 6.2617923]];['-75.5969145, 6.2626836']
Calle 49;(-75.5973084, 6.2609247);(-75.5980752, 6.2610824);86.551;False;0.8523359794968276;LINESTRING (-75.5973084 6.2609247, -75.5980752 6.2610824);0.8523359794968276;[['-75.5973084, 6.2609247'],[-75.5980752, 6.2610824]];['-75.5973084, 6.2609247']
Carrera 80;(-75.5973084, 6.2609247);(-75.5975054, 6.2600401);100.745;True;0.8523359794968276;LINESTRING (-75.5973084 6.2609247, -75.5975054 6.2600401);0.8523359794968276;[['-75.5973084, 6.2609247'],[-75.5975054, 6.2600401]];['-75.5973084, 6.2609247']
60;(-75.6015354, 6.2524182);(-75.6028966, 6.2507077);252.938;True;0.9275086492430402;LINESTRING (-75.6015354 6.2524182, -75.60178139999999 6.2521824, -75.60183720000001 6.2521171, -75.6019077 6.2520239, -75.6019798 6.2518979, -75.60207130000001 6.2517249, -75.6021636 6.2515271, -75.60220529999999 6.2514269, -75.6022545 6.2512942, -75.6023088 6.2511304, -75.6023326 6.2510796, -75.6023684 6.2510228, -75.6024343 6.2509428, -75.6024944 6.2508845, -75.60256699999999 6.25083, -75.6026219 6.2507963, -75.6026797 6.2507714, -75.60289659999999 6.2507077);0.9275086492430402;[['-75.6015354, 6.2524182'],[-75.6028966, 6.2507077]];['-75.6015354, 6.2524182']
Avenida 80;(-75.6015354, 6.2524182);(-75.6024257, 6.2493143);367.247;True;0.9275086492430402;LINESTRING (-75.6015354 6.2524182, -75.6016997 6.2522102, -75.6017844 6.2520867, -75.6018747 6.2519358, -75.6019579 6.2517885, -75.60207149999999 6.251584, -75.6021111 6.251498, -75.6021507 6.2513997, -75.6021906 6.2512771, -75.6022304 6.2511334, -75.6022688 6.250966, -75.6023004 6.2508054, -75.6023249 6.2506624, -75.6023357 6.2505658, -75.60235 6.2503882, -75.6023783 6.2499396, -75.602423 6.2493499, -75.6024257 6.2493143);0.9275086492430402;[['-75.6015354, 6.2524182'],[-75.6024257, 6.2493143]];['-75.6015354, 6.2524182']
Avenida 80;(-75.6024442, 6.2490699);(-75.6025386, 6.2476678);156.255;True;0.6461288819387261;LINESTRING (-75.60244419999999 6.2490699, -75.6025386 6.2476678);0.6461288819387261;[['-75.6024442, 6.2490699'],[-75.6025386, 6.2476678]];['-75.6024442, 6.2490699']
Calle 37A;(-75.6027753, 6.2441506);(-75.6033143, 6.244273);61.113;False;0.6461288819387261;LINESTRING (-75.6027753 6.2441506, -75.60331429999999 6.244273);0.6461288819387261;[['-75.6027753, 6.2441506'],[-75.6033143, 6.244273]];['-75.6027753, 6.2441506']
Avenida 80;(-75.6027753, 6.2441506);(-75.6028454, 6.2434575);77.66300000000001;True;0.6461288819387261;LINESTRING (-75.6027753 6.2441506, -75.6028115 6.2436171, -75.6028206 6.2435437, -75.60283219999999 6.243495, -75.60284540000001 6.2434575);0.6461288819387261;[['-75.6027753, 6.2441506'],[-75.6028454, 6.2434575]];['-75.6027753, 6.2441506']
Calle 33AA;(-75.602977, 6.2398991);(-75.6040251, 6.239978);116.185;False;0.7385414863895424;LINESTRING (-75.602977 6.2398991, -75.6040251 6.239978);0.7385414863895424;[['-75.602977, 6.2398991'],[-75.6040251, 6.239978]];['-75.602977, 6.2398991']
Carrera 81;(-75.602977, 6.2398991);(-75.6030089, 6.2393871);57.041;True;0.7385414863895424;LINESTRING (-75.602977 6.2398991, -75.6029827 6.2398073, -75.60300890000001 6.2393871);0.7385414863895424;[['-75.602977, 6.2398991'],[-75.6030089, 6.2393871]];['-75.602977, 6.2398991']
67;(-75.6030814, 6.2390052);(-75.6031563, 6.2389726);9.038;True;0.7385414863895424;LINESTRING (-75.60308139999999 6.2390052, -75.60315629999999 6.2389726);0.7385414863895424;[['-75.6030814, 6.2390052'],[-75.6031563, 6.2389726]];['-75.6030814, 6.2390052']
68;(-75.6030814, 6.2390052);(-75.6030009, 6.2384116);90.834;False;0.6923351841641343;LINESTRING (-75.60308139999999 6.2390052, -75.60312450000001 6.2388899, -75.6032055 6.2386125, -75.6029468 6.2385378, -75.60297389999999 6.2384797, -75.6030009 6.2384116);0.6923351841641343;[['-75.6030814, 6.2390052'],[-75.6030009, 6.2384116]];['-75.6030814, 6.2390052']
Carrera 80;(-75.6031439, 6.2384487);(-75.6030944, 6.2381489);34.082;True;0.7385414863895424;LINESTRING (-75.60314390000001 6.2384487, -75.60312260000001 6.2383886, -75.60310680000001 6.2383393, -75.6030985 6.238279, -75.60309479999999 6.2382014, -75.6030944 6.2381489);0.7385414863895424;[['-75.6031439, 6.2384487'],[-75.6030944, 6.2381489]];['-75.6031439, 6.2384487']
70;(-75.6031439, 6.2384487);(-75.6030009, 6.2384116);16.459;True;0.6923351841641343;LINESTRING (-75.60314390000001 6.2384487, -75.60307469999999 6.2384214, -75.6030009 6.2384116);0.6923351841641343;[['-75.6031439, 6.2384487'],[-75.6030009, 6.2384116]];['-75.6031439, 6.2384487']
Calle 30A;(-75.6023498, 6.231968);(-75.6034497, 6.2319351);121.636;True;0.8999029596469926;LINESTRING (-75.6023498 6.231968, -75.6034497 6.2319351);0.8999029596469926;[['-75.6023498, 6.231968'],[-75.6034497, 6.2319351]];['-75.6023498, 6.231968']
Carrera 84;(-75.6075455, 6.2317845);(-75.6076111, 6.2325058);80.532;False;0.8310521911719851;LINESTRING (-75.6075455 6.2317845, -75.6076111 6.2325058);0.8310521911719851;[['-75.6075455, 6.2317845'],[-75.6076111, 6.2325058]];['-75.6075455, 6.2317845']
Carrera 84;(-75.6075455, 6.2317845);(-75.6075114, 6.2312563);58.854;False;0.8310521911719851;LINESTRING (-75.6075455 6.2317845, -75.60751140000001 6.2312563);0.8310521911719851;[['-75.6075455, 6.2317845'],[-75.6075114, 6.2312563]];['-75.6075455, 6.2317845']
Calle 30A;(-75.6075455, 6.2317845);(-75.6079076, 6.2317608);40.113;True;0.8310521911719851;LINESTRING (-75.6075455 6.2317845, -75.6077377 6.2317728, -75.6079076 6.2317608);0.831052191171985;[['-75.6075455, 6.2317845'],[-75.6079076, 6.2317608]];['-75.6075455, 6.2317845']
Calle 31B;(-75.6113615, 6.2333182);(-75.6107533, 6.233272);67.425;False;0.9668789518093202;LINESTRING (-75.6113615 6.2333182, -75.6107533 6.233272);0.9668789518093202;[['-75.6113615, 6.2333182'],[-75.6107533, 6.233272]];['-75.6113615, 6.2333182']
Calle 31B;(-75.6113615, 6.2333182);(-75.6114546, 6.2333022);10.482;False;0.9668789518093202;LINESTRING (-75.6113615 6.2333182, -75.61140570000001 6.2333147, -75.6114546 6.2333022);0.9668789518093202;[['-75.6113615, 6.2333182'],[-75.6114546, 6.2333022]];['-75.6113615, 6.2333182']
Calle 31;(-75.6096923, 6.2325284);(-75.6088979, 6.2324933);87.898;False;0.8310521911719851;LINESTRING (-75.60969230000001 6.2325284, -75.6088979 6.2324933);0.8310521911719853;[['-75.6096923, 6.2325284'],[-75.6088979, 6.2324933]];['-75.6096923, 6.2325284']
Carrera 87;(-75.6096923, 6.2325284);(-75.6097905, 6.231807);80.947;False;0.8310521911719851;LINESTRING (-75.60969230000001 6.2325284, -75.6097905 6.231807);0.8310521911719851;[['-75.6096923, 6.2325284'],[-75.6097905, 6.231807]];['-75.6096923, 6.2325284']
Carrera 87;(-75.6096923, 6.2325284);(-75.6096717, 6.2327047);19.735;False;0.8310521911719851;LINESTRING (-75.60969230000001 6.2325284, -75.60967170000001 6.2327047);0.831052191171985;[['-75.6096923, 6.2325284'],[-75.6096717, 6.2327047]];['-75.6096923, 6.2325284']
Carrera 87;(-75.6098195, 6.2316174);(-75.6097982, 6.2317563);15.623;False;0.8310521911719851;LINESTRING (-75.6098195 6.2316174, -75.6097982 6.2317563);0.8310521911719851;[['-75.6098195, 6.2316174'],[-75.6097982, 6.2317563]];['-75.6098195, 6.2316174']
Carrera 87;(-75.6098195, 6.2316174);(-75.6098591, 6.231075);60.885000000000005;False;0.8310521911719851;LINESTRING (-75.6098195 6.2316174, -75.60987179999999 6.2313414, -75.6098681 6.231264, -75.6098653 6.2312053, -75.60986080000001 6.2311121, -75.60985909999999 6.231075);0.8310521911719851;[['-75.6098195, 6.2316174'],[-75.6098591, 6.231075]];['-75.6098195, 6.2316174']
Calle 9;(-75.5682963, 6.2089217);(-75.568086, 6.2087822);28.518;True;0.3021730539710254;LINESTRING (-75.5682963 6.2089217, -75.5681891 6.2088657, -75.56811500000001 6.2088259, -75.56808599999999 6.2087822);0.3021730539710254;[['-75.5682963, 6.2089217'],[-75.568086, 6.2087822]];['-75.5682963, 6.2089217']
Carrera 40;(-75.5681692, 6.2092389);(-75.5682963, 6.2089217);37.966;True;0.3021730539710254;LINESTRING (-75.5681692 6.2092389, -75.5682963 6.2089217);0.3021730539710254;[['-75.5681692, 6.2092389'],[-75.5682963, 6.2089217]];['-75.5681692, 6.2092389']
