name;origin;destination;length;oneway;harassmentRisk;geometry;weights;edges;node
Calle 33AA;(-75.6060136, 6.2401042);(-75.6066305, 6.2401447);68.338;False;0.7385414863895424;LINESTRING (-75.6060136 6.2401042, -75.60663049999999 6.2401447);0.7385414863895424;[['-75.6060136, 6.2401042'],[-75.6066305, 6.2401447]];['-75.6060136, 6.2401042']
Calle 33AA;(-75.6060136, 6.2401042);(-75.6053527, 6.2400609);73.212;False;0.7385414863895424;LINESTRING (-75.6060136 6.2401042, -75.6053527 6.2400609);0.7385414863895424;[['-75.6060136, 6.2401042'],[-75.6053527, 6.2400609]];['-75.6060136, 6.2401042']
Carrera 83;(-75.6060136, 6.2401042);(-75.6060665, 6.2386306);163.998;False;0.7385414863895424;LINESTRING (-75.6060136 6.2401042, -75.606056 6.2393588, -75.6060665 6.2386306);0.7385414863895424;[['-75.6060136, 6.2401042'],[-75.6060665, 6.2386306]];['-75.6060136, 6.2401042']
Calle 32EE;(-75.603121, 6.2376165);(-75.6040009, 6.237578);97.355;False;0.7385414863895424;LINESTRING (-75.603121 6.2376165, -75.6040009 6.237578);0.7385414863895424;[['-75.603121, 6.2376165'],[-75.6040009, 6.237578]];['-75.603121, 6.2376165']
Carrera 80;(-75.603121, 6.2376165);(-75.6030239, 6.2368847);83.203;True;0.7795957996111406;LINESTRING (-75.603121 6.2376165, -75.6031279 6.2374869, -75.60313050000001 6.2373672, -75.6031301 6.237287, -75.6031189 6.2371706, -75.6030897 6.2370656, -75.603061 6.2369702, -75.6030239 6.2368847);0.7795957996111406;[['-75.603121, 6.2376165'],[-75.6030239, 6.2368847]];['-75.603121, 6.2376165']
Carrera 81A;(-75.6040009, 6.237578);(-75.6040388, 6.2381048);58.727;True;0.7385414863895424;LINESTRING (-75.6040009 6.237578, -75.6040388 6.2381048);0.7385414863895424;[['-75.6040009, 6.237578'],[-75.6040388, 6.2381048]];['-75.6040009, 6.237578']
Carrera 81A;(-75.6040009, 6.237578);(-75.6039778, 6.2372747);33.822;False;0.7795957996111406;LINESTRING (-75.6040009 6.237578, -75.6039778 6.2372747);0.7795957996111406;[['-75.6040009, 6.237578'],[-75.6039778, 6.2372747]];['-75.6040009, 6.237578']
Calle 32EE;(-75.6040009, 6.237578);(-75.6046238, 6.2375539);68.906;False;0.7385414863895424;LINESTRING (-75.6040009 6.237578, -75.6046238 6.2375539);0.7385414863895424;[['-75.6040009, 6.237578'],[-75.6046238, 6.2375539]];['-75.6040009, 6.237578']
Calle 32EE;(-75.6040009, 6.237578);(-75.603121, 6.2376165);97.355;False;0.7385414863895424;LINESTRING (-75.6040009 6.237578, -75.603121 6.2376165);0.7385414863895424;[['-75.6040009, 6.237578'],[-75.603121, 6.2376165]];['-75.6040009, 6.237578']
Carrera 82;(-75.6046238, 6.2375539);(-75.6046906, 6.2386815);125.601;False;0.7385414863895424;LINESTRING (-75.6046238 6.2375539, -75.6046906 6.2386815);0.7385414863895424;[['-75.6046238, 6.2375539'],[-75.6046906, 6.2386815]];['-75.6046238, 6.2375539']
Calle 32EE;(-75.6046238, 6.2375539);(-75.6053165, 6.2375185);76.67;False;0.7385414863895424;LINESTRING (-75.6046238 6.2375539, -75.6053165 6.2375185);0.7385414863895424;[['-75.6046238, 6.2375539'],[-75.6053165, 6.2375185]];['-75.6046238, 6.2375539']
Calle 32EE;(-75.6046238, 6.2375539);(-75.6040009, 6.237578);68.906;False;0.7385414863895424;LINESTRING (-75.6046238 6.2375539, -75.6040009 6.237578);0.7385414863895424;[['-75.6046238, 6.2375539'],[-75.6040009, 6.237578]];['-75.6046238, 6.2375539']
Carrera 82A;(-75.6053041, 6.2367885);(-75.6060068, 6.2374873);109.868;False;0.7795957996111406;LINESTRING (-75.6053041 6.2367885, -75.6060068 6.2374873);0.7795957996111406;[['-75.6053041, 6.2367885'],[-75.6060068, 6.2374873]];['-75.6053041, 6.2367885']
Carrera 82A;(-75.6053041, 6.2367885);(-75.6052675, 6.2364604);36.707;False;0.8206501128327387;LINESTRING (-75.6053041 6.2367885, -75.6052675 6.2364604);0.8206501128327387;[['-75.6053041, 6.2367885'],[-75.6052675, 6.2364604]];['-75.6053041, 6.2367885']
Calle 32E;(-75.6053041, 6.2367885);(-75.6039778, 6.2372747);156.256;False;0.8206501128327387;LINESTRING (-75.6053041 6.2367885, -75.6039778 6.2372747);0.8206501128327387;[['-75.6053041, 6.2367885'],[-75.6039778, 6.2372747]];['-75.6053041, 6.2367885']
Calle 32E;(-75.6053041, 6.2367885);(-75.6060557, 6.2365771);86.341;False;0.8206501128327387;LINESTRING (-75.6053041 6.2367885, -75.6060557 6.2365771);0.8206501128327387;[['-75.6053041, 6.2367885'],[-75.6060557, 6.2365771]];['-75.6053041, 6.2367885']
Carrera 82A;(-75.6051449, 6.2353239);(-75.6052119, 6.2358975);64.21;False;0.8206501128327387;LINESTRING (-75.6051449 6.2353239, -75.6052119 6.2358975);0.8206501128327387;[['-75.6051449, 6.2353239'],[-75.6052119, 6.2358975]];['-75.6051449, 6.2353239']
Carrera 82A;(-75.6051449, 6.2353239);(-75.6051267, 6.2347597);62.769;False;0.8206501128327387;LINESTRING (-75.6051449 6.2353239, -75.6051267 6.2347597);0.8206501128327387;[['-75.6051449, 6.2353239'],[-75.6051267, 6.2347597]];['-75.6051449, 6.2353239']
Calle 32B;(-75.6051449, 6.2353239);(-75.6059449, 6.2352895);88.513;False;0.8206501128327387;LINESTRING (-75.6051449 6.2353239, -75.6059449 6.2352895);0.8206501128327387;[['-75.6051449, 6.2353239'],[-75.6059449, 6.2352895]];['-75.6051449, 6.2353239']
Calle 32B;(-75.6051449, 6.2353239);(-75.6039887, 6.2353767);127.938;False;0.8206501128327387;LINESTRING (-75.6051449 6.2353239, -75.6039887 6.2353767);0.8206501128327387;[['-75.6051449, 6.2353239'],[-75.6039887, 6.2353767]];['-75.6051449, 6.2353239']
Carrera 82;(-75.6044792, 6.2412989);(-75.6046903, 6.2400175);144.383;False;0.7385414863895424;LINESTRING (-75.6044792 6.2412989, -75.6046903 6.2400175);0.7385414863895424;[['-75.6044792, 6.2412989'],[-75.6046903, 6.2400175]];['-75.6044792, 6.2412989']
Calle 34;(-75.6044792, 6.2412989);(-75.603848, 6.2411782);71.049;False;0.7385414863895424;LINESTRING (-75.6044792 6.2412989, -75.603848 6.2411782);0.7385414863895424;[['-75.6044792, 6.2412989'],[-75.603848, 6.2411782]];['-75.6044792, 6.2412989']
Calle 34;(-75.6044792, 6.2412989);(-75.6051297, 6.2414234);73.224;False;0.7385414863895424;LINESTRING (-75.6044792 6.2412989, -75.60512970000001 6.2414234);0.7385414863895424;[['-75.6044792, 6.2412989'],[-75.6051297, 6.2414234]];['-75.6044792, 6.2412989']
Carrera 82;(-75.6046903, 6.2400175);(-75.6046906, 6.2386815);148.557;False;0.7385414863895424;LINESTRING (-75.6046903 6.2400175, -75.6046906 6.2386815);0.7385414863895424;[['-75.6046903, 6.2400175'],[-75.6046906, 6.2386815]];['-75.6046903, 6.2400175']
Carrera 82;(-75.6046903, 6.2400175);(-75.6044792, 6.2412989);144.383;False;0.7385414863895424;LINESTRING (-75.6046903 6.2400175, -75.6044792 6.2412989);0.7385414863895424;[['-75.6046903, 6.2400175'],[-75.6044792, 6.2412989]];['-75.6046903, 6.2400175']
Calle 33AA;(-75.6046903, 6.2400175);(-75.6053527, 6.2400609);73.378;False;0.7385414863895424;LINESTRING (-75.6046903 6.2400175, -75.6053527 6.2400609);0.7385414863895424;[['-75.6046903, 6.2400175'],[-75.6053527, 6.2400609]];['-75.6046903, 6.2400175']
Calle 33AA;(-75.6046903, 6.2400175);(-75.6040251, 6.239978);73.66;False;0.7385414863895424;LINESTRING (-75.6046903 6.2400175, -75.6040251 6.239978);0.7385414863895424;[['-75.6046903, 6.2400175'],[-75.6040251, 6.239978]];['-75.6046903, 6.2400175']
Carrera 82;(-75.6046906, 6.2386815);(-75.6046238, 6.2375539);125.601;False;0.7385414863895424;LINESTRING (-75.6046906 6.2386815, -75.6046238 6.2375539);0.7385414863895424;[['-75.6046906, 6.2386815'],[-75.6046238, 6.2375539]];['-75.6046906, 6.2386815']
Carrera 82;(-75.6046906, 6.2386815);(-75.6046903, 6.2400175);148.557;False;0.7385414863895424;LINESTRING (-75.6046906 6.2386815, -75.6046903 6.2400175);0.7385414863895424;[['-75.6046906, 6.2386815'],[-75.6046903, 6.2400175]];['-75.6046906, 6.2386815']
Calle 33;(-75.6046906, 6.2386815);(-75.6042537, 6.2386872);48.298;False;0.7385414863895424;LINESTRING (-75.6046906 6.2386815, -75.6042537 6.2386872);0.7385414863895425;[['-75.6046906, 6.2386815'],[-75.6042537, 6.2386872]];['-75.6046906, 6.2386815']
Calle 33;(-75.6046906, 6.2386815);(-75.6053789, 6.238656);76.13499999999999;False;0.7385414863895424;LINESTRING (-75.6046906 6.2386815, -75.6050204 6.2386693, -75.60537890000001 6.238656);0.7385414863895424;[['-75.6046906, 6.2386815'],[-75.6053789, 6.238656]];['-75.6046906, 6.2386815']
Calle 33B;(-75.6039559, 6.2405602);(-75.6029401, 6.2404939);112.524;False;0.7385414863895424;LINESTRING (-75.6039559 6.2405602, -75.6029401 6.2404939);0.7385414863895424;[['-75.6039559, 6.2405602'],[-75.6029401, 6.2404939]];['-75.6039559, 6.2405602']
Carrera 81A;(-75.6039559, 6.2405602);(-75.603848, 6.2411782);69.746;True;0.7385414863895424;LINESTRING (-75.6039559 6.2405602, -75.603848 6.2411782);0.7385414863895424;[['-75.6039559, 6.2405602'],[-75.603848, 6.2411782]];['-75.6039559, 6.2405602']
Carrera 81A;(-75.6040251, 6.239978);(-75.6039559, 6.2405602);65.188;True;0.7385414863895424;LINESTRING (-75.6040251 6.239978, -75.6039559 6.2405602);0.7385414863895424;[['-75.6040251, 6.239978'],[-75.6039559, 6.2405602]];['-75.6040251, 6.239978']
Calle 33AA;(-75.6040251, 6.239978);(-75.6046903, 6.2400175);73.66;False;0.7385414863895424;LINESTRING (-75.6040251 6.239978, -75.6046903 6.2400175);0.7385414863895424;[['-75.6040251, 6.239978'],[-75.6046903, 6.2400175]];['-75.6040251, 6.239978']
Calle 33AA;(-75.6040251, 6.239978);(-75.602977, 6.2398991);116.185;False;0.7385414863895424;LINESTRING (-75.6040251 6.239978, -75.602977 6.2398991);0.7385414863895424;[['-75.6040251, 6.239978'],[-75.602977, 6.2398991]];['-75.6040251, 6.239978']
Calle 34;(-75.603848, 6.2411782);(-75.6033886, 6.2410903);51.712;False;0.7385414863895424;LINESTRING (-75.603848 6.2411782, -75.6033886 6.2410903);0.7385414863895424;[['-75.603848, 6.2411782'],[-75.6033886, 6.2410903]];['-75.603848, 6.2411782']
Calle 34;(-75.603848, 6.2411782);(-75.6044792, 6.2412989);71.049;False;0.7385414863895424;LINESTRING (-75.603848 6.2411782, -75.6044792 6.2412989);0.7385414863895424;[['-75.603848, 6.2411782'],[-75.6044792, 6.2412989]];['-75.603848, 6.2411782']
Calle 33A;(-75.6040362, 6.23944);(-75.6030089, 6.2393871);113.706;False;0.7385414863895424;LINESTRING (-75.6040362 6.23944, -75.60300890000001 6.2393871);0.7385414863895424;[['-75.6040362, 6.23944'],[-75.6030089, 6.2393871]];['-75.6040362, 6.23944']
Carrera 81A;(-75.6040362, 6.23944);(-75.6040251, 6.239978);59.836;True;0.7385414863895424;LINESTRING (-75.6040362 6.23944, -75.6040251 6.239978);0.7385414863895424;[['-75.6040362, 6.23944'],[-75.6040251, 6.239978]];['-75.6040362, 6.23944']
Calle 32F;(-75.6030944, 6.2381489);(-75.6040388, 6.2381048);104.506;False;0.7385414863895424;LINESTRING (-75.6030944 6.2381489, -75.6040388 6.2381048);0.7385414863895423;[['-75.6030944, 6.2381489'],[-75.6040388, 6.2381048]];['-75.6030944, 6.2381489']
Carrera 80;(-75.6030944, 6.2381489);(-75.603121, 6.2376165);59.274;True;0.7385414863895424;LINESTRING (-75.6030944 6.2381489, -75.6031126 6.2377636, -75.603121 6.2376165);0.7385414863895424;[['-75.6030944, 6.2381489'],[-75.603121, 6.2376165]];['-75.6030944, 6.2381489']
Calle 32F;(-75.6040388, 6.2381048);(-75.6030944, 6.2381489);104.506;False;0.7385414863895424;LINESTRING (-75.6040388 6.2381048, -75.6030944 6.2381489);0.7385414863895423;[['-75.6040388, 6.2381048'],[-75.6030944, 6.2381489]];['-75.6040388, 6.2381048']
Carrera 81A;(-75.6040388, 6.2381048);(-75.6040508, 6.2386631);62.094;True;0.7385414863895424;LINESTRING (-75.6040388 6.2381048, -75.6040508 6.2386631);0.7385414863895424;[['-75.6040388, 6.2381048'],[-75.6040508, 6.2386631]];['-75.6040388, 6.2381048']
Carrera 82B;(-75.6055493, 6.2415036);(-75.6057107, 6.2406302);98.743;False;0.7385414863895424;LINESTRING (-75.60554930000001 6.2415036, -75.6057107 6.2406302);0.7385414863895425;[['-75.6055493, 6.2415036'],[-75.6057107, 6.2406302]];['-75.6055493, 6.2415036']
Calle 34;(-75.6055493, 6.2415036);(-75.6051297, 6.2414234);47.23;False;0.7385414863895424;LINESTRING (-75.60554930000001 6.2415036, -75.60512970000001 6.2414234);0.7385414863895424;[['-75.6055493, 6.2415036'],[-75.6051297, 6.2414234]];['-75.6055493, 6.2415036']
Calle 34;(-75.6055493, 6.2415036);(-75.6059753, 6.2415855);47.961;False;0.7385414863895424;LINESTRING (-75.60554930000001 6.2415036, -75.6059753 6.2415855);0.7385414863895424;[['-75.6055493, 6.2415036'],[-75.6059753, 6.2415855]];['-75.6055493, 6.2415036']
Calle 40;(-75.6090987, 6.2498786);(-75.6096137, 6.2505124);90.594;False;0.9271417013525564;LINESTRING (-75.6090987 6.2498786, -75.6096137 6.2505124);0.9271417013525564;[['-75.6090987, 6.2498786'],[-75.6096137, 6.2505124]];['-75.6090987, 6.2498786']
Carrera 89;(-75.6090987, 6.2498786);(-75.6093394, 6.2496685);35.407;False;0.9335744296733984;LINESTRING (-75.6090987 6.2498786, -75.6093394 6.2496685);0.9335744296733983;[['-75.6090987, 6.2498786'],[-75.6093394, 6.2496685]];['-75.6090987, 6.2498786']
Carrera 89;(-75.6090987, 6.2498786);(-75.6085293, 6.2503006);78.505;False;0.9271417013525564;LINESTRING (-75.6090987 6.2498786, -75.6085293 6.2503006);0.9271417013525565;[['-75.6090987, 6.2498786'],[-75.6085293, 6.2503006]];['-75.6090987, 6.2498786']
Calle 40;(-75.6090987, 6.2498786);(-75.6083155, 6.2488472);144.311;True;0.9271417013525564;LINESTRING (-75.6090987 6.2498786, -75.6090528 6.2497593, -75.6083155 6.2488472);0.9271417013525565;[['-75.6090987, 6.2498786'],[-75.6083155, 6.2488472]];['-75.6090987, 6.2498786']
Calle 40;(-75.6096137, 6.2505124);(-75.6090987, 6.2498786);90.594;False;0.9271417013525564;LINESTRING (-75.6096137 6.2505124, -75.6090987 6.2498786);0.9271417013525564;[['-75.6096137, 6.2505124'],[-75.6090987, 6.2498786]];['-75.6096137, 6.2505124']
Calle 40;(-75.6096137, 6.2505124);(-75.6100997, 6.2511145);85.838;False;0.9271417013525564;LINESTRING (-75.6096137 6.2505124, -75.61009970000001 6.2511145);0.9271417013525564;[['-75.6096137, 6.2505124'],[-75.6100997, 6.2511145]];['-75.6096137, 6.2505124']
Carrera 90;(-75.6096137, 6.2505124);(-75.6090376, 6.2509629);81.02;False;0.9271417013525564;LINESTRING (-75.6096137 6.2505124, -75.60903759999999 6.2509629);0.9271417013525564;[['-75.6096137, 6.2505124'],[-75.6090376, 6.2509629]];['-75.6096137, 6.2505124']
Carrera 90;(-75.6096137, 6.2505124);(-75.6098889, 6.2503005);38.477;False;0.9335744296733984;LINESTRING (-75.6096137 6.2505124, -75.6098889 6.2503005);0.9335744296733985;[['-75.6096137, 6.2505124'],[-75.6098889, 6.2503005]];['-75.6096137, 6.2505124']
Carrera 89;(-75.6096985, 6.2493656);(-75.6102269, 6.2489312);75.792;False;0.9271417013525564;LINESTRING (-75.60969849999999 6.2493656, -75.6102269 6.2489312);0.9271417013525564;[['-75.6096985, 6.2493656'],[-75.6102269, 6.2489312]];['-75.6096985, 6.2493656']
Carrera 89;(-75.6096985, 6.2493656);(-75.6093394, 6.2496685);52.057;False;0.9335744296733984;LINESTRING (-75.60969849999999 6.2493656, -75.6093394 6.2496685);0.9335744296733984;[['-75.6096985, 6.2493656'],[-75.6093394, 6.2496685]];['-75.6096985, 6.2493656']
Calle 39;(-75.6096985, 6.2493656);(-75.6088973, 6.2483946);139.644;False;0.9271417013525564;LINESTRING (-75.60969849999999 6.2493656, -75.6088973 6.2483946);0.9271417013525565;[['-75.6096985, 6.2493656'],[-75.6088973, 6.2483946]];['-75.6096985, 6.2493656']
Calle 39;(-75.6096985, 6.2493656);(-75.6102162, 6.2500334);93.758;False;0.9335744296733984;LINESTRING (-75.60969849999999 6.2493656, -75.6100237 6.2497751, -75.6102162 6.2500334);0.9335744296733985;[['-75.6096985, 6.2493656'],[-75.6102162, 6.2500334]];['-75.6096985, 6.2493656']
Carrera 93B;(-75.6121898, 6.2522682);(-75.6126071, 6.2518856);62.75;False;0.9400071579942402;LINESTRING (-75.6121898 6.2522682, -75.61260710000001 6.2518856);0.9400071579942402;[['-75.6121898, 6.2522682'],[-75.6126071, 6.2518856]];['-75.6121898, 6.2522682']
Calle 39;(-75.6121898, 6.2522682);(-75.6119079, 6.2519635);46.031;False;0.9400071579942402;LINESTRING (-75.6121898 6.2522682, -75.61190790000001 6.2519635);0.9400071579942402;[['-75.6121898, 6.2522682'],[-75.6119079, 6.2519635]];['-75.6121898, 6.2522682']
['Diagonal 93A', 'Carrera 93B'];(-75.6121898, 6.2522682);(-75.6115762, 6.2521014);139.66199999999998;False;0.9400071579942402;LINESTRING (-75.6121898 6.2522682, -75.6118869 6.2525638, -75.6118026 6.2526304, -75.61174440000001 6.2526658, -75.6116828 6.2526606, -75.6116267 6.2526266, -75.6115958 6.2525537, -75.6115822 6.2524607, -75.6115762 6.2521014);0.9400071579942403;[['-75.6121898, 6.2522682'],[-75.6115762, 6.2521014]];['-75.6121898, 6.2522682']
Calle 39;(-75.6115617, 6.2515627);(-75.6114796, 6.2514628);14.344;False;0.9400071579942402;LINESTRING (-75.6115617 6.2515627, -75.6114796 6.2514628);0.9400071579942402;[['-75.6115617, 6.2515627'],[-75.6114796, 6.2514628]];['-75.6115617, 6.2515627']
Calle 39;(-75.6115617, 6.2515627);(-75.6119079, 6.2519635);58.742;False;0.9400071579942402;LINESTRING (-75.6115617 6.2515627, -75.61190790000001 6.2519635);0.9400071579942402;[['-75.6115617, 6.2515627'],[-75.6119079, 6.2519635]];['-75.6115617, 6.2515627']
Diagonal 93A;(-75.6115617, 6.2515627);(-75.6115762, 6.2521014);59.922;False;0.9400071579942402;LINESTRING (-75.6115617 6.2515627, -75.6115762 6.2521014);0.9400071579942402;[['-75.6115617, 6.2515627'],[-75.6115762, 6.2521014]];['-75.6115617, 6.2515627']
Carrera 91A;(-75.6108667, 6.2507382);(-75.6118588, 6.2498823);145.201;False;0.9400071579942402;LINESTRING (-75.6108667 6.2507382, -75.61185879999999 6.2498823);0.9400071579942402;[['-75.6108667, 6.2507382'],[-75.6118588, 6.2498823]];['-75.6108667, 6.2507382']
Calle 39;(-75.6108667, 6.2507382);(-75.6112066, 6.2511381);58.214;False;0.9400071579942402;LINESTRING (-75.6108667 6.2507382, -75.6112066 6.2511381);0.9400071579942402;[['-75.6108667, 6.2507382'],[-75.6112066, 6.2511381]];['-75.6108667, 6.2507382']
Calle 39;(-75.6108667, 6.2507382);(-75.6105712, 6.2503933);50.387;False;0.9400071579942402;LINESTRING (-75.6108667 6.2507382, -75.61069860000001 6.2505346, -75.6105712 6.2503933);0.9400071579942402;[['-75.6108667, 6.2507382'],[-75.6105712, 6.2503933]];['-75.6108667, 6.2507382']
Calle 39;(-75.6105712, 6.2503933);(-75.6102162, 6.2500334);56.047;False;0.9400071579942402;LINESTRING (-75.6105712 6.2503933, -75.6102162 6.2500334);0.9400071579942402;[['-75.6105712, 6.2503933'],[-75.6102162, 6.2500334]];['-75.6105712, 6.2503933']
Carrera 91;(-75.6105712, 6.2503933);(-75.6114298, 6.2496311);127.24;False;0.9400071579942402;LINESTRING (-75.6105712 6.2503933, -75.6114298 6.2496311);0.9400071579942402;[['-75.6105712, 6.2503933'],[-75.6114298, 6.2496311]];['-75.6105712, 6.2503933']
Calle 39;(-75.6105712, 6.2503933);(-75.6108667, 6.2507382);50.387;False;0.9400071579942402;LINESTRING (-75.6105712 6.2503933, -75.61069860000001 6.2505346, -75.6108667 6.2507382);0.9400071579942402;[['-75.6105712, 6.2503933'],[-75.6108667, 6.2507382]];['-75.6105712, 6.2503933']
Carrera 90;(-75.6102162, 6.2500334);(-75.6098889, 6.2503005);46.807;False;0.9400071579942402;LINESTRING (-75.6102162 6.2500334, -75.6098889 6.2503005);0.9400071579942403;[['-75.6102162, 6.2500334'],[-75.6098889, 6.2503005]];['-75.6102162, 6.2500334']
Calle 39;(-75.6102162, 6.2500334);(-75.6105712, 6.2503933);56.047;False;0.9400071579942402;LINESTRING (-75.6102162 6.2500334, -75.6105712 6.2503933);0.9400071579942402;[['-75.6102162, 6.2500334'],[-75.6105712, 6.2503933]];['-75.6102162, 6.2500334']
Carrera 90;(-75.6102162, 6.2500334);(-75.6110575, 6.2494063);116.251;False;0.9400071579942402;LINESTRING (-75.6102162 6.2500334, -75.61093169999999 6.2495085, -75.6110575 6.2494063);0.9400071579942402;[['-75.6102162, 6.2500334'],[-75.6110575, 6.2494063]];['-75.6102162, 6.2500334']
Calle 39;(-75.6102162, 6.2500334);(-75.6096985, 6.2493656);93.758;False;0.9335744296733984;LINESTRING (-75.6102162 6.2500334, -75.6100237 6.2497751, -75.60969849999999 6.2493656);0.9335744296733985;[['-75.6102162, 6.2500334'],[-75.6096985, 6.2493656]];['-75.6102162, 6.2500334']
Calle 41;(-75.6090376, 6.2509629);(-75.6085293, 6.2503006);92.629;False;0.9271417013525564;LINESTRING (-75.60903759999999 6.2509629, -75.6085293 6.2503006);0.9271417013525564;[['-75.6090376, 6.2509629'],[-75.6085293, 6.2503006]];['-75.6090376, 6.2509629']
Calle 41;(-75.6090376, 6.2509629);(-75.6093856, 6.251396);61.635;False;0.9271417013525564;LINESTRING (-75.60903759999999 6.2509629, -75.6093856 6.251396);0.9271417013525564;[['-75.6090376, 6.2509629'],[-75.6093856, 6.251396]];['-75.6090376, 6.2509629']
Carrera 90;(-75.6090376, 6.2509629);(-75.6086147, 6.25129);59.228;False;0.9271417013525564;LINESTRING (-75.60903759999999 6.2509629, -75.6086147 6.25129);0.9271417013525564;[['-75.6090376, 6.2509629'],[-75.6086147, 6.25129]];['-75.6090376, 6.2509629']
Carrera 90;(-75.6090376, 6.2509629);(-75.6096137, 6.2505124);81.02;False;0.9271417013525564;LINESTRING (-75.60903759999999 6.2509629, -75.6096137 6.2505124);0.9271417013525564;[['-75.6090376, 6.2509629'],[-75.6096137, 6.2505124]];['-75.6090376, 6.2509629']
Carrera 89;(-75.6085293, 6.2503006);(-75.6090987, 6.2498786);78.505;False;0.9271417013525564;LINESTRING (-75.6085293 6.2503006, -75.6090987 6.2498786);0.9271417013525565;[['-75.6085293, 6.2503006'],[-75.6090987, 6.2498786]];['-75.6085293, 6.2503006']
Carrera 89;(-75.6085293, 6.2503006);(-75.6080243, 6.2507372);73.978;False;0.9271417013525564;LINESTRING (-75.6085293 6.2503006, -75.6080243 6.2507372);0.9271417013525564;[['-75.6085293, 6.2503006'],[-75.6080243, 6.2507372]];['-75.6085293, 6.2503006']
Calle 41;(-75.6085293, 6.2503006);(-75.607708, 6.2493611);138.401;False;0.9271417013525564;LINESTRING (-75.6085293 6.2503006, -75.607708 6.2493611);0.9271417013525565;[['-75.6085293, 6.2503006'],[-75.607708, 6.2493611]];['-75.6085293, 6.2503006']
Calle 41;(-75.6085293, 6.2503006);(-75.6090376, 6.2509629);92.629;False;0.9271417013525564;LINESTRING (-75.6085293 6.2503006, -75.60903759999999 6.2509629);0.9271417013525564;[['-75.6085293, 6.2503006'],[-75.6090376, 6.2509629]];['-75.6085293, 6.2503006']
Calle 40;(-75.6100997, 6.2511145);(-75.6096137, 6.2505124);85.838;False;0.9271417013525564;LINESTRING (-75.61009970000001 6.2511145, -75.6096137 6.2505124);0.9271417013525564;[['-75.6100997, 6.2511145'],[-75.6096137, 6.2505124]];['-75.6100997, 6.2511145']
Calle 40;(-75.6100997, 6.2511145);(-75.6103411, 6.2514064);42.018;False;0.9271417013525564;LINESTRING (-75.61009970000001 6.2511145, -75.6103411 6.2514064);0.9271417013525564;[['-75.6100997, 6.2511145'],[-75.6103411, 6.2514064]];['-75.6100997, 6.2511145']
Carrera 91;(-75.6100997, 6.2511145);(-75.6103932, 6.2508459);44.097;False;0.9335744296733984;LINESTRING (-75.61009970000001 6.2511145, -75.6103932 6.2508459);0.9335744296733985;[['-75.6100997, 6.2511145'],[-75.6103932, 6.2508459]];['-75.6100997, 6.2511145']
['Carrera 91', 'Calle 41'];(-75.6100997, 6.2511145);(-75.6093856, 6.251396);103.72;False;0.9271417013525564;LINESTRING (-75.61009970000001 6.2511145, -75.6096173 6.2515367, -75.60956109999999 6.2515482, -75.60950630000001 6.2515289, -75.6093856 6.251396);0.9271417013525564;[['-75.6100997, 6.2511145'],[-75.6093856, 6.251396]];['-75.6100997, 6.2511145']
Carrera 89;(-75.6121564, 6.2466868);(-75.6119435, 6.2469665);39.001;False;0.9335744296733984;LINESTRING (-75.6121564 6.2466868, -75.6119435 6.2469665);0.9335744296733983;[['-75.6121564, 6.2466868'],[-75.6119435, 6.2469665]];['-75.6121564, 6.2466868']
Calle 35CC;(-75.6121564, 6.2466868);(-75.6127447, 6.2471884);85.671;False;0.9335744296733984;LINESTRING (-75.6121564 6.2466868, -75.61274469999999 6.2471884);0.9335744296733985;[['-75.6121564, 6.2466868'],[-75.6127447, 6.2471884]];['-75.6121564, 6.2466868']
Carrera 89;(-75.6121564, 6.2466868);(-75.6123801, 6.2462819);51.452000000000005;False;0.9271417013525564;LINESTRING (-75.6121564 6.2466868, -75.6122688 6.2465063, -75.6123331 6.246389, -75.6123801 6.2462819);0.9271417013525564;[['-75.6121564, 6.2466868'],[-75.6123801, 6.2462819]];['-75.6121564, 6.2466868']
Calle 35C;(-75.6123801, 6.2462819);(-75.6131263, 6.2468494);103.852;False;0.9335744296733984;LINESTRING (-75.6123801 6.2462819, -75.6131263 6.2468494);0.9335744296733984;[['-75.6123801, 6.2462819'],[-75.6131263, 6.2468494]];['-75.6123801, 6.2462819']
Carrera 89;(-75.6123801, 6.2462819);(-75.6126866, 6.2456089);82.146;False;0.9271417013525564;LINESTRING (-75.6123801 6.2462819, -75.6126866 6.2456089);0.9271417013525564;[['-75.6123801, 6.2462819'],[-75.6126866, 6.2456089]];['-75.6123801, 6.2462819']
Carrera 89;(-75.6123801, 6.2462819);(-75.6121564, 6.2466868);51.452;False;0.9271417013525564;LINESTRING (-75.6123801 6.2462819, -75.6123331 6.246389, -75.6122688 6.2465063, -75.6121564 6.2466868);0.9271417013525564;[['-75.6123801, 6.2462819'],[-75.6121564, 6.2466868]];['-75.6123801, 6.2462819']
Carrera 89;(-75.6068848, 6.2516285);(-75.6075435, 6.2511216);92.077;False;0.9273251752977982;LINESTRING (-75.6068848 6.2516285, -75.60754350000001 6.2511216);0.9273251752977982;[['-75.6068848, 6.2516285'],[-75.6075435, 6.2511216]];['-75.6068848, 6.2516285']
